NCTId,BriefTitle,OverallStatus,Facility,City,State,Zip,Country,SiteStatus
NCT07386002,The GLIOMAX Study: MT027 Allogeneic CAR-T for Recurrent Glioma,NOT_YET_RECRUITING,The Johns Hopkins Sidney Kimmel Cancer Center,Baltimore,Maryland,21287,United States,
NCT07386002,The GLIOMAX Study: MT027 Allogeneic CAR-T for Recurrent Glioma,NOT_YET_RECRUITING,Hualien Tzu Chi Hospital,Hualien City,,970473,Taiwan,
NCT07386002,The GLIOMAX Study: MT027 Allogeneic CAR-T for Recurrent Glioma,NOT_YET_RECRUITING,"Chang Gung Memorial Hospital, Kaohsiung",Kaohsiung City,,833401,Taiwan,
NCT07386002,The GLIOMAX Study: MT027 Allogeneic CAR-T for Recurrent Glioma,NOT_YET_RECRUITING,"Chang Gung Memorial Hospital, Linkou",Taoyuan District,,333423,Taiwan,
NCT03101709,The Safety and Efficacy of CART-19 Cells in Relapse and Refractory Patients With CD19+ B-cell Lymphoma,UNKNOWN,Henan Cancer Hospital,Zhengzhou,Henan,,China,RECRUITING
NCT06056921,Safety and Efficacy of CD19 Targeted CAR-T Therapy for Refractory Autoimmune Disease,RECRUITING,Shanxi Bethune Hospital,Taiyuan,Shanxi,,China,RECRUITING
NCT04653649,CAR T-cells Against CD30 (HSP-CAR30) for Relapsed/ Refractory Hodgkin and T-cell Lymphoma.,UNKNOWN,Hospital Santa Creu i Sant Pau,Barcelona,,08041,Spain,RECRUITING
NCT06586658,Anti-CD70-CAR-T Cell Injection for the Treatment of Locally Advanced or Relapsed/Metastatic CD70+ Inoperable Renal Cells,RECRUITING,Changzheng hospital,Shanghai,Shanghai Municipality,201109,China,RECRUITING
NCT04287309,CAR-T Cellular Therapy for B Cell Malignancies Involved in CNS,UNKNOWN,The First Hospital of Zhejiang Medical Colleage Zhejiang University,Hangzhou,Zhejiang,310000,China,RECRUITING
NCT04287309,CAR-T Cellular Therapy for B Cell Malignancies Involved in CNS,UNKNOWN,"the First Affiliated Hospital,School of Medicine, Zhejiang University",Hangzhou,Zhejiang,310003,China,RECRUITING
NCT03931421,B Cell Maturation Antigen（BMCA）-Targeted CAR-T for Refractory/Relapsed Multiple Myeloma,UNKNOWN,The first affiliated hospital of Zhejiang University,Hangzhou,Zhejiang,310000,China,RECRUITING
NCT06996132,Bispecific Antibody-Based Salvage Therapy Followed by CAR-T ± ASCT in R/R Aggressive B-Cell Lymphoma,RECRUITING,Institute of Hematology & Blood Diseases Hospital,Tianjin,,022,China,RECRUITING
NCT02772198,T-cells Expressing Anti-CD19 CAR in Pediatric and Young Adults With B-cell Malignancies,UNKNOWN,Chaim Sheba Medical Center,Ramat Gan,,,Israel,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A40,Tucson,Arizona,85718,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A13,Carlsbad,California,92011,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A46,Los Angeles,California,90095,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A14,Orange,California,92868,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A21,Aurora,Colorado,80045,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A50,Washington D.C.,District of Columbia,20007,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A48,Maitland,Florida,32751,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A10,Tampa,Florida,33612,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A53,O'Fallon,Illinois,62269,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A20,Fairway,Kansas,66205,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A16,Lexington,Kentucky,40536,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A38,Boston,Massachusetts,02111,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A12,Amherst,New York,14226,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A52,New York,New York,10027,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A47,New York,New York,10065,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A22,Chapel Hill,North Carolina,27599,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A39,Charlotte,North Carolina,28204,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A15,Portland,Oregon,97239,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A11,Philadelphia,Pennsylvania,19104,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A49,Pittsburgh,Pennsylvania,15213,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A43,Houston,Texas,77030,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A41,Seattle,Washington,98195,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A54,Milwaukee,Wisconsin,53215,United States,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A18,Toronto,,,Canada,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A23,Rome,,,Italy,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A30,Krakow,,,Poland,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A24,Belgrade,,,Serbia,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A25,Barcelona,,,Spain,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A26,Barcelona,,,Spain,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A31,Madrid,,,Spain,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A32,Ankara,,,Turkey (Türkiye),RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A17,Istanbul,,,Turkey (Türkiye),RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A33,Birmingham,,,United Kingdom,RECRUITING
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,A51,Sheffield,,,United Kingdom,RECRUITING
NCT02640209,Pilot Trial Of Autologous T Cells Engineered To Express Anti-CD19 Chimeric Antigen Receptor (CART19)In Combination With Ibrutinib In Patients With Relapsed Or Refractory CD19+ Chronic Lymphocytic Leukemia (CLL)Or Small Lymphocytic Lymphoma (SLL),TERMINATED,Abramson Cancer Center of the University of Pennsylvania,Philadelphia,Pennsylvania,19104,United States,
NCT04283006,A Study of CD20/CD22 Targeted CAR T-cell Therapy for Relapsed or Refractory Lymphoid Malignancies,RECRUITING,The First Hospital of Zhejiang Medical Colleage Zhejiang University,Hangzhou,Zhejiang,310003,China,RECRUITING
NCT03919240,CAR-T Cell Therapy Targeting to CD19 for R/R ALL,RECRUITING,The Fisrt Affiliated Hospital of Soochow University,Suzhou,Jiangsu,215006,China,RECRUITING
NCT06497387,Safety and Efficacy of PRG-1801 for Refractory Lupus Nephritis and IgG4-Related Disease,RECRUITING,Tongji Hospital,Wuhan,Hubei,430030,China,RECRUITING
NCT04848493,"National Project on Vaccines, COVID-19 and Frail Patients",COMPLETED,IRCCS Istituto Tumori Giovanni Paolo II,Bari,Bari,,Italy,
NCT04848493,"National Project on Vaccines, COVID-19 and Frail Patients",COMPLETED,IRCCS Azienda Ospedaliera Universitaria,Bologna,Bologhna,,Italy,
NCT04848493,"National Project on Vaccines, COVID-19 and Frail Patients",COMPLETED,Ospedale Policlinico San Martino IRCCS,Genova,Genova,,Italy,
NCT04848493,"National Project on Vaccines, COVID-19 and Frail Patients",COMPLETED,Foindazione IRCCS Istituto Neurologico Carlo Besta,Milan,Milano,,Italy,
NCT04848493,"National Project on Vaccines, COVID-19 and Frail Patients",COMPLETED,Fondazione IRCCS Istituto Nazionale dei Tumori,Milan,Milano,,Italy,
NCT04848493,"National Project on Vaccines, COVID-19 and Frail Patients",COMPLETED,IRCCS Istituto Clinico Humanitas,Milan,Milano,,Italy,
NCT04848493,"National Project on Vaccines, COVID-19 and Frail Patients",COMPLETED,IRCCS Ospedale San Raffaele,Milan,Milano,,Italy,
NCT04848493,"National Project on Vaccines, COVID-19 and Frail Patients",COMPLETED,Fondazione IRCCS Policlinico San Matteo,Pavia,Pavia,,Italy,
NCT04848493,"National Project on Vaccines, COVID-19 and Frail Patients",COMPLETED,Azienda USL IRCCS di Reggio Emilia,Reggio Emilia,Reggio Emilia,42123,Italy,
NCT04848493,"National Project on Vaccines, COVID-19 and Frail Patients",COMPLETED,IRCCS Istituto Nazionale Tumori Regina Elena,Roma,Roma,,Italy,
NCT04848493,"National Project on Vaccines, COVID-19 and Frail Patients",COMPLETED,IRCCS Istituto per le Malattie Infettive Lazzaro Spallanzani,Roma,Roma,,Italy,
NCT04848493,"National Project on Vaccines, COVID-19 and Frail Patients",COMPLETED,Istituto Dermatologico San Gallicano,Roma,Roma,,Italy,
NCT02311621,Engineered Neuroblastoma Cellular Immunotherapy (ENCIT)-01,ACTIVE_NOT_RECRUITING,Seattle Children's Hospital,Seattle,Washington,98105,United States,
NCT04670055,A Study of Humanized BCMA-targeted CAR-T Cells Therapy for Refractory/Relapsed Multiple Myeloma,NOT_YET_RECRUITING,"The First Affiliated Hospital, Medical College, Zhejiang University",Hangzhou,Zhejiang,310003,China,
NCT05765006,CD19-CART(Relma-cel) for Moderate to Severe Active Systemic Lupus Erythematosus,UNKNOWN,Relma-cel Medical,Shanghai,,,China,RECRUITING
NCT02935153,A Clinical Research of CD22-Targeted CAR-T in B Cell Malignancies,UNKNOWN,Southwest Hospital of Third Millitary Medical University,Chongqing,Chongqing Municipality,400000,China,RECRUITING
NCT05513612,Novel CAR-T Cell Therapy in the Treatment of Hematopoietic and Lymphoid Malignancies,WITHDRAWN,"Shanghai Pudong Hospital, Fudan University Affiliated Pudong Medical Center",Shanghai,Shanghai Municipality,201399,China,
NCT05353530,IL-8 Receptor-modified CD70 CAR T Cell Therapy in CD70+ Adult Glioblastoma,ACTIVE_NOT_RECRUITING,University of Florida Health,Gainesville,Florida,32608,United States,
NCT05105152,PLAT-08: A Study Of SC-DARIC33 CAR T Cells In Pediatric And Young Adults With Relapsed Or Refractory CD33+ AML,RECRUITING,Seattle Children's Hospital,Seattle,Washington,98105,United States,RECRUITING
NCT06680752,Clinical Study of ARD103 CAR-T Therapy for Patients With R/R AML or MDS,RECRUITING,Novant Health Cancer Institute,Charlotte,North Carolina,28204,United States,RECRUITING
NCT06680752,Clinical Study of ARD103 CAR-T Therapy for Patients With R/R AML or MDS,RECRUITING,Novant Health Cancer Institute,Winston-Salem,North Carolina,27201,United States,RECRUITING
NCT06680752,Clinical Study of ARD103 CAR-T Therapy for Patients With R/R AML or MDS,RECRUITING,MD Anderson Cancer Center,Houston,Texas,77030,United States,RECRUITING
NCT03814447,The Fourth Generation CART-cell Therapy for Refractory-Relapsed Ovarian Cancer,UNKNOWN,Shanghai 6th People's Hospital,Shanghai,Shanghai Municipality,,China,RECRUITING
NCT07071909,Immune Reconstitution Monitoring and Pneumococcal Vaccination in Patients Treated With CAR-T Cells,WITHDRAWN,Lineberger Comprehensive Cancer Center,Chapel Hill,North Carolina,27599,United States,
NCT06364852,An Evaluation of LY007 Cell Injection for r/r B-NHL,RECRUITING,Ruijin hospital,Shanghai,,,China,RECRUITING
NCT03393936,Safety and Efficacy of CCT301 CAR-T in Adult Subjects With Recurrent or Refractory Stage IV Renal Cell Carcinoma,TERMINATED,Shanghai Public Health Clinical Center,Shanghai,Shanghai Municipality,200000,China,
NCT06191887,B-Cell Activating Factor Receptor (BAFFR)-Based Chimeric Antigen Receptor T-Cells With Fludarabine and Cyclophosphamide Lymphodepletion for the Treatment of Relapsed or Refractory B-cell Hematologic Malignancies,RECRUITING,Mayo Clinic in Florida,Jacksonville,Florida,32224-9980,United States,RECRUITING
NCT06048250,Mezigdomide (CC-92480) Post Idecabtagene Vicleucel in Treating Patients With Relapsed Multiple Myeloma,RECRUITING,City of Hope Medical Center,Duarte,California,91010,United States,RECRUITING
NCT04747093,Induced-T Cell Like NK Cells for B Cell Malignancies,UNKNOWN,"Department of Hematology,Nanfang Hospital, Southern Medical University",Guangzhou,Guangdong,510515,China,RECRUITING
NCT02792114,T-Cell Therapy for Advanced Breast Cancer,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Cancer Center (Consent and follow-up only),Basking Ridge,New Jersey,,United States,
NCT02792114,T-Cell Therapy for Advanced Breast Cancer,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Monmouth (Consent and follow-up only),Middletown,New Jersey,07748,United States,
NCT02792114,T-Cell Therapy for Advanced Breast Cancer,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Bergen (Consent and follow-up only),Montvale,New Jersey,07645,United States,
NCT02792114,T-Cell Therapy for Advanced Breast Cancer,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Cancer Center at Commack (Consent and follow-up only),Commack,New York,,United States,
NCT02792114,T-Cell Therapy for Advanced Breast Cancer,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Westchester (Consent and follow-up only),East White Plains,New York,10604,United States,
NCT02792114,T-Cell Therapy for Advanced Breast Cancer,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Cancer Center,New York,New York,10065,United States,
NCT02792114,T-Cell Therapy for Advanced Breast Cancer,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Nassau (Consent and Follow-Up only),Uniondale,New York,11553,United States,
NCT03464916,Study to Evaluate the Safety and Efficacy of Anti-CD38 CAR-T in Relapsed or Refractory Multiple Myeloma Patients,COMPLETED,Mayo Clinic Florida,Jacksonville,Florida,32224,United States,
NCT03464916,Study to Evaluate the Safety and Efficacy of Anti-CD38 CAR-T in Relapsed or Refractory Multiple Myeloma Patients,COMPLETED,Mayo Clinic Minnesota,Rochester,Minnesota,55905,United States,
NCT03464916,Study to Evaluate the Safety and Efficacy of Anti-CD38 CAR-T in Relapsed or Refractory Multiple Myeloma Patients,COMPLETED,Icahn School of Medicine,New York,New York,10029,United States,
NCT03464916,Study to Evaluate the Safety and Efficacy of Anti-CD38 CAR-T in Relapsed or Refractory Multiple Myeloma Patients,COMPLETED,"University of Pennsylvania, Abramson Cancer Center",Philadelphia,Pennsylvania,19104,United States,
NCT06912152,MT027 in Patients With Advanced Peritoneal Malignancies or Abdominal Metastatic Solid Tumors,RECRUITING,The First Affiliated Hospital Zhejiang University School of Medicine,Hangzhou,Zhejiang,,China,RECRUITING
NCT06782425,Treating Claudin18.2-positive Advanced Solid Tumors with XKDCT225(Targeting Claudin18.2-CAR-T),RECRUITING,AnYang Tumor Hospital,Anyang,Henan,455000,China,RECRUITING
NCT07153068,SupCD7 CART for Relapsed or Refractory CD7 Positive Hematologic Malignancies,RECRUITING,Institute of Hematology & Blood Diseases Hospital,Tianjin,Tianjin Municipality,,China,RECRUITING
NCT02644655,Immunotherapy Using Autologous T Cell-Engineered With CD19-specific Chimeric Antigen Receptor for the Treatment of Recurrent /Refractory B Cell Leukemia,UNKNOWN,Eastern Hepatobiliary Surgery Hospital,Shanghai,,200438,China,RECRUITING
NCT04762485,Humanized CD7 CAR T-cell Therapy for r/r CD7+ Acute Leukemia,UNKNOWN,The First Affiliated Hospital of Soochow University,Suzhou,(Select),215000,China,RECRUITING
