NCTId,BriefTitle,OverallStatus,Facility,City,State,Zip,Country,SiteStatus
NCT07318259,Study of Ultra-Fast BCMA/CD70 CAR-T Therapy for Refractory SLE,RECRUITING,"Affiliated Drum Tower Hospital, Medical School of Nanjing University",Nanjing,Jiangsu,,China,RECRUITING
NCT07244666,Safety and Preliminary Efficacy of a Metabolically Armed Chimeric Antigen Receptor T Cell Therapy Targeting EGFRvIII for Recurrent Glioblastoma,NOT_YET_RECRUITING,The Second Affiliated Hospital Zhejiang University School of Medicine,Hangzhou,Zhejiang,,China,
NCT03904069,"Study Evaluating the Safety, Tolerability, and Efficacy of FLT3 CAR-T AMG 553 in FLT3-positive Relapsed/Refractory AML",WITHDRAWN,City of Hope National Medical Center,Duarte,California,91010,United States,
NCT03904069,"Study Evaluating the Safety, Tolerability, and Efficacy of FLT3 CAR-T AMG 553 in FLT3-positive Relapsed/Refractory AML",WITHDRAWN,Stanford University,Palo Alto,California,94305,United States,
NCT03904069,"Study Evaluating the Safety, Tolerability, and Efficacy of FLT3 CAR-T AMG 553 in FLT3-positive Relapsed/Refractory AML",WITHDRAWN,MD Anderson Cancer Center,Houston,Texas,77030,United States,
NCT07318818,A Clinical Trial of P134 Cells in Recurrent Glioblastoma,RECRUITING,"Beijing Tiantan Hospital, Capital Medical University",Beijing,,,China,RECRUITING
NCT07108868,A Phase I Dose Finding Study of MB-CART2219.1,RECRUITING,"University Hospital , Department of Internal Medicine II",Tübingen,Baden-Wurttemberg,72076,Germany,RECRUITING
NCT07108868,A Phase I Dose Finding Study of MB-CART2219.1,RECRUITING,"University Hospital, Clinic for Pediatric Medicine",Tübingen,Baden-Wurttemberg,72076,Germany,NOT_YET_RECRUITING
NCT06614270,Anti-CD19 IL-10/IL15 CAR-NK Cells in Refractory/Relapsed Autoimmune Diseases,RECRUITING,the second affiliated hospital Zhejiang University School of Medicine,Hangzhou,Zhejiang,310005,China,RECRUITING
NCT06152172,CARTIMMUNE: Study of Patients With Autoimmune Diseases Receiving KYV-101,ACTIVE_NOT_RECRUITING,Hospital of the Universithy of Pennsylvania,Philadelphia,Pennsylvania,19104,United States,
NCT03114670,Donor-derived Anti-CD123-CART Cells for Recurred AML After Allo-HSCT,UNKNOWN,Fengtai District,Beijing,,,China,RECRUITING
NCT07249528,A Study of Voice as a Way to Monitor for Side Effects in People Receiving CAR T-Cell Therapy,NOT_YET_RECRUITING,Memorial Sloan Kettering at Basking Ridge (Consent Only),Basking Ridge,New Jersey,07920,United States,
NCT07249528,A Study of Voice as a Way to Monitor for Side Effects in People Receiving CAR T-Cell Therapy,NOT_YET_RECRUITING,Memorial Sloan Kettering Monmouth (Consent only),Middletown,New Jersey,07748,United States,
NCT07249528,A Study of Voice as a Way to Monitor for Side Effects in People Receiving CAR T-Cell Therapy,NOT_YET_RECRUITING,Memorial Sloan Kettering Bergen (Consent Only),Montvale,New Jersey,07645,United States,
NCT07249528,A Study of Voice as a Way to Monitor for Side Effects in People Receiving CAR T-Cell Therapy,NOT_YET_RECRUITING,Memorial Sloan Kettering Suffolk-Commack (Consent Only),Commack,New York,11725,United States,
NCT07249528,A Study of Voice as a Way to Monitor for Side Effects in People Receiving CAR T-Cell Therapy,NOT_YET_RECRUITING,Memorial Sloan Kettering Westchester (Consent only),Harrison,New York,10604,United States,
NCT07249528,A Study of Voice as a Way to Monitor for Side Effects in People Receiving CAR T-Cell Therapy,NOT_YET_RECRUITING,Weill Cornell Medical Center (Data Analysis Only),New York,New York,10021,United States,
NCT07249528,A Study of Voice as a Way to Monitor for Side Effects in People Receiving CAR T-Cell Therapy,NOT_YET_RECRUITING,Memorial Sloan Kettering Cancer Center (All Protocol Activites),New York,New York,10065,United States,
NCT07249528,A Study of Voice as a Way to Monitor for Side Effects in People Receiving CAR T-Cell Therapy,NOT_YET_RECRUITING,Memorial Sloan Kettering Nassau (Consent Only),Rockville Centre,New York,11553,United States,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,City of Hope National Medical Center,Duarte,California,91010 3000,United States,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,UCSF Medical Center,San Francisco,California,94143,United States,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,H Lee Moffitt Cancer Center and Research Institute,Tampa,Florida,33612,United States,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Uni of Chi Medi Ctr Hema and Onco,Chicago,Illinois,60637,United States,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Univ of Kansas Hosp and Med Ctr,Kansas City,Kansas,66160,United States,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Michigan Med University of Michigan,Ann Arbor,Michigan,48109 5271,United States,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Oregon Health Sciences University,Portland,Oregon,97239,United States,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,University of Pennsylvania Clinical,Philadelphia,Pennsylvania,19104,United States,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,MD Anderson Cancer Center,Houston,Texas,77030,United States,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Camperdown,New South Wales,2050,Australia,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Melbourne,Victoria,3000,Australia,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Herston,,QLD 4006,Australia,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Linz,,4020,Austria,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Ghent,,9000,Belgium,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Paris,,75475,France,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Pierre-Bénite,,69495,France,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Munich,Bavaria,81377,Germany,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Cologne,,50937,Germany,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Ulm,,89081,Germany,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Bologna,BO,40138,Italy,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Milan,MI,20132,Italy,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Fukuoka,Fukuoka,812-8582,Japan,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Sapporo,Hokkaido,060 8648,Japan,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Sendai,Miyagi,980 8574,Japan,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Amsterdam,North Holland,1081 HV,Netherlands,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,"Amsterdam UMC, locatie AMC",Amsterdam,,1105 AZ,Netherlands,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Oslo,,0310,Norway,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Seville,Andalusia,41013,Spain,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Madrid,,28041,Spain,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,Birmingham,,B15 2TH,United Kingdom,
NCT03568461,Efficacy and Safety of Tisagenlecleucel in Adult Patients With Refractory or Relapsed Follicular Lymphoma,COMPLETED,Novartis Investigative Site,London,,SE5 9RS,United Kingdom,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,CH Liège,Liège,,4000,Belgium,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,CHU de Bordeaux - Hôpital Haut Lévêque,Bordeaux,,,France,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,CHU Clermont Ferrand - Hôpital Estaing,Clermont-Ferrand,,,France,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,APHP - Hôpital Henri Mondor,Créteil,,,France,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,CHU de Dijon - Hôpital le Bocage,Dijon,,21000,France,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,Hôpital Claude Huriez,Lille,,59037,France,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,Hôpital Saint Eloi,Montpellier,,34295,France,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,CHU de Nantes - Hôtel Dieu,Nantes,,44093,France,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,APHP - Hôpital Saint Louis,Paris,,75475,France,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,Hopital La Pitié Salpétriere,Paris,,,France,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,Hôpital Saint Antoine,Paris,,,France,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,Centre Hospitalier Lyon Sud,Pierre-Bénite,,69495,France,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,CHU de Rennes - Hôpital de Pontchaillou,Rennes,,35003,France,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,IUCT Oncopole,Toulouse,,,France,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,CHU Brabois,Vandœuvre-lès-Nancy,,54511,France,
NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,Institut de Cancérologie Gustave Roussy,Villejuif,,,France,
NCT06593145,CAR T Cells in the Treatment of Refractory and Relapsed CD19+ B Cell Neoplasms,RECRUITING,Uniwersyteckie Centrum Kliniczne Warszawskiego Uniwersytetu Medycznego - Centralny Szpital Kliniczny,Warsaw,Ul. Banacha 1a,02-097,Poland,RECRUITING
NCT06593145,CAR T Cells in the Treatment of Refractory and Relapsed CD19+ B Cell Neoplasms,RECRUITING,Uniwersyteckie Centrum Kliniczne Gdańskiego Uniwersytetu Medycznego - Katedra i Klinika Hematologii i Transplantologii,Gdansk,Ul. Smoluchowskiego 17,80-214,Poland,RECRUITING
NCT05382377,NKG2D CAR-T(KD-025) in the Treatment of Advanced NKG2DL+ Solid Tumors,RECRUITING,Chinese PLA General Hospital,Beijing,Beijing Municipality,,China,RECRUITING
NCT05648019,CD19-Directed Chimeric Antigen Receptor (CAR) T-Cell Therapy for Relapsed/Refractory B-Lineage Leukaemia / Lymphoma - A Feasibility Protocol,RECRUITING,Singapore General Hospital,Singapore,,169608,Singapore,RECRUITING
NCT05648019,CD19-Directed Chimeric Antigen Receptor (CAR) T-Cell Therapy for Relapsed/Refractory B-Lineage Leukaemia / Lymphoma - A Feasibility Protocol,RECRUITING,KK Women's and Children's Hospital,Singapore,,229899,Singapore,RECRUITING
NCT06768905,IOMAB-CAR-T Followed by CAR-T Cell Therapy in R/R DLBCL,RECRUITING,University of Texas Southwestern Medical Center,Dallas,Texas,75390,United States,RECRUITING
NCT06999031,A Study to Evaluate CG-105-12 in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,The First Affiliated Hospital of Nanchang University,Nanchang,Jiangxi,330200,China,RECRUITING
NCT05982275,Trial of an Investigational Drug After Rejecting the Relapse of an Allogeneic Transplant,NOT_YET_RECRUITING,Hospital Universitario Marques de Valdecilla,Santander,Cantabria,39008,Spain,
NCT05982275,Trial of an Investigational Drug After Rejecting the Relapse of an Allogeneic Transplant,NOT_YET_RECRUITING,Hospital Santa Creu i Sant Pau,Barcelona,,08025,Spain,
NCT05982275,Trial of an Investigational Drug After Rejecting the Relapse of an Allogeneic Transplant,NOT_YET_RECRUITING,Complejo asistencial universitario de Salamanca,Salamanca,,37007,Spain,
NCT05982275,Trial of an Investigational Drug After Rejecting the Relapse of an Allogeneic Transplant,NOT_YET_RECRUITING,José Antonio Pérez Simón,Seville,,41011,Spain,
NCT05982275,Trial of an Investigational Drug After Rejecting the Relapse of an Allogeneic Transplant,NOT_YET_RECRUITING,Hospital Clínico de Valencia,Valencia,,46010,Spain,
NCT07530380,UCAR T-cell Therapy Targeting CD19/BCMA in Relapsed/Refractory Autoimmune Hemolytic Anemia,RECRUITING,The Second Hospital of Anhui Medical University,Hefei,,,China,RECRUITING
NCT05038696,ALaCART-B: Acute Leukemia and Chimeric Antigen Receptor-T Cell Therapy for B-lymphoblastic Leukemia.,RECRUITING,Allen Yeoh Eng Juh,Singapore,,119228,Singapore,RECRUITING
NCT07148791,Exploratory Study of Anti-BCMA-CD19 CAR-T Cell Therapy in Relapsed or Refractory IgG4-Related Disease,RECRUITING,"Department of Rheumatology and Immunology, the First Medical Center, Chinese PLA General Hospital",Beijing,Beijing Municipality,100853,China,RECRUITING
NCT07298590,An Exploratory Clinical Study on the Safety and Efficacy of CD19/BCMA CAR-NK in the Treatment of Relapsed and Refractory IgG4-related Disease,NOT_YET_RECRUITING,Changhai Hospital,Shanghai,,200433,China,
NCT02958397,A Clinical Research of CD33-Targeted CAR-T in Myeloid Malignancies,UNKNOWN,Southwest Hospital of Third Millitary Medical University,Chongqing,Chongqing Municipality,400000,China,RECRUITING
NCT03874897,Chimeric Antigen Receptor T Cells Targeting claudin18.2 in Solid Tumors.,COMPLETED,"Department of GI Oncology, Peking University Cancer Hospital",Beijing,Beijing Municipality,100142,China,
NCT03874897,Chimeric Antigen Receptor T Cells Targeting claudin18.2 in Solid Tumors.,COMPLETED,The First Affiliated Hospital of Zhengzhou University,Zhengzhou,Henan,450052,China,
NCT03874897,Chimeric Antigen Receptor T Cells Targeting claudin18.2 in Solid Tumors.,COMPLETED,"The First Affiliated Hospital , Zhejiang University School of Medicine",Hangzhou,Zhejiang,310006,China,
NCT05868083,The Safety and Efficacy of SNC-109 CAR-T Cells Therapy the Recurrent Glioblastoma,UNKNOWN,Chinese PLA General Hospital,Beijing,,,China,RECRUITING
NCT06898905,Hyperfractionated Dual Equivalent Fractionated Radiation Therapy,RECRUITING,Yale University,New Haven,Connecticut,06510,United States,RECRUITING
NCT07231081,Phase I Study of TX103 CAR-T Cells in Participants With Advanced Solid Tumors,RECRUITING,Beijing Cancer Hospital,Beijing,,,China,NOT_YET_RECRUITING
NCT07231081,Phase I Study of TX103 CAR-T Cells in Participants With Advanced Solid Tumors,RECRUITING,Beijing Gaobo Hospital,Beijing,,,China,RECRUITING
NCT04657965,LMP1 CAR-T for Patients With LMP1 Positive Infectious Diseases and Hematological Malignancies,NOT_YET_RECRUITING,"The First Affiliated Hospital，College of Medicine, Zhejiang University",Hangzhou,Zhejiang,310003,China,
NCT07072234,Phase I Study of Allogeneic Transforming Growth Factor-beta Receptor Type 2 Knockout CD70 CAR NK Cells in Treatment Refractory Clear Cell Renal Cell Carcinoma,RECRUITING,MD Anderson Cancer Center,Houston,Texas,77030,United States,RECRUITING
NCT05694364,Dose Escalation/Dose Expansion Study of PRGN-3007 UltraCAR-T Cells in Patients With Advanced Hematologic and Solid Tumor Malignancies,COMPLETED,Moffitt Cancer Center,Tampa,Florida,33612,United States,
NCT06610344,BHB & CAR-T for Lymphomas,RECRUITING,Abramson Cancer Center at University of Pennsylvania,Philadelphia,Pennsylvania,19104,United States,RECRUITING
NCT07049432,N-803 Maintenance Therapy Post CAR T-cell Therapy in Patients With Relapsed or Refractory B-cell Non-Hodgkin Lymphomas,WITHDRAWN,Huntsman Cancer Institute at University of Utah,Salt Lake City,Utah,84112,United States,
NCT01218867,CAR T Cell Receptor Immunotherapy Targeting VEGFR2 for Patients With Metastatic Cancer,TERMINATED,"National Institutes of Health Clinical Center, 9000 Rockville Pike",Bethesda,Maryland,20892,United States,
NCT05281809,Local Manufacture of CAR T-Cell Products for the Treatment of B-Cell Lymphoma and B-Acute Lymphoblastic Leukemia,RECRUITING,AHN Cancer Institute - West Penn Hospital,Pittsburgh,Pennsylvania,15224,United States,RECRUITING
NCT07223021,A Study of Fludarabine Dosing in Children and Young Adults With B-cell Acute Lymphoblastic Leukemia,RECRUITING,Memorial Sloan Kettering Cancer Center,New York,New York,10065,United States,RECRUITING
NCT07223021,A Study of Fludarabine Dosing in Children and Young Adults With B-cell Acute Lymphoblastic Leukemia,RECRUITING,Cincinnati Children's Hospital Medical Center (Data Collection Only),Cincinnati,Ohio,45229,United States,RECRUITING
NCT07223021,A Study of Fludarabine Dosing in Children and Young Adults With B-cell Acute Lymphoblastic Leukemia,RECRUITING,Children's Hospital of Philadelphia (Data Collection Only),Philadelphia,Pennsylvania,19104,United States,RECRUITING
NCT06661811,A Study of CAR-T Cells Targeting Autoimmune Diseases,NOT_YET_RECRUITING,Beijing Gaobo Boren Hospital,Beijing,,100070,China,
NCT05679687,ThisCART19A Bridging to alloHSCT for R/R B-ALL,UNKNOWN,The First Affiliated Hospital of Soochow University,Suzhou,Jiangsu,215000,China,RECRUITING
NCT06802406,Nutrition OUtReach In Systems of Healthcare,RECRUITING,Stanford University,Stanford,California,94305,United States,NOT_YET_RECRUITING
NCT06802406,Nutrition OUtReach In Systems of Healthcare,RECRUITING,University of Kansas Cancer Center,Fairway,Kansas,66205,United States,RECRUITING
NCT06802406,Nutrition OUtReach In Systems of Healthcare,RECRUITING,Memorial Sloan Kettering Cancer Center,New York,New York,10065,United States,NOT_YET_RECRUITING
NCT06802406,Nutrition OUtReach In Systems of Healthcare,RECRUITING,Duke University,Durham,North Carolina,27705,United States,NOT_YET_RECRUITING
NCT04696432,A Study of C-CAR039 Treatment in Subjects With r/r NHL SubjectsNon-Hodgkin's Lymphoma,COMPLETED,Tianjin Medical University Cancer Institute & Hosipital,Tianjin,Tianjin Municipality,300060,China,
NCT04205409,"Nivolumab for Relapsed, Refractory, or Detectable Disease Post Chimeric Antigen Receptor T-cell Treatment in Patients With Hematologic Malignancies",ACTIVE_NOT_RECRUITING,Fred Hutch/University of Washington Cancer Consortium,Seattle,Washington,98109,United States,
NCT06079164,Study of KITE-197 in Participants With Relapsed or Refractory Large B-cell Lymphoma,ACTIVE_NOT_RECRUITING,Sylvester Comprehensive Cancer Center,Miami,Florida,33136,United States,
NCT06079164,Study of KITE-197 in Participants With Relapsed or Refractory Large B-cell Lymphoma,ACTIVE_NOT_RECRUITING,University of Chicago Medical Center,Chicago,Illinois,60637,United States,
NCT06079164,Study of KITE-197 in Participants With Relapsed or Refractory Large B-cell Lymphoma,ACTIVE_NOT_RECRUITING,Henry-Joyce Cancer Clinic,Nashville,Tennessee,37232,United States,
NCT06079164,Study of KITE-197 in Participants With Relapsed or Refractory Large B-cell Lymphoma,ACTIVE_NOT_RECRUITING,St. David's South Austin Medical Center,Austin,Texas,78704,United States,
NCT06079164,Study of KITE-197 in Participants With Relapsed or Refractory Large B-cell Lymphoma,ACTIVE_NOT_RECRUITING,Swedish Cancer Institute,Seattle,Washington,98104,United States,
NCT06079164,Study of KITE-197 in Participants With Relapsed or Refractory Large B-cell Lymphoma,ACTIVE_NOT_RECRUITING,Royal Prince Alfred Hospital,Camperdown,New South Wales,2050,Australia,
NCT06079164,Study of KITE-197 in Participants With Relapsed or Refractory Large B-cell Lymphoma,ACTIVE_NOT_RECRUITING,Royal Brisbane and Women's Hospital,South Brisbane,Queensland,4101,Australia,
NCT06079164,Study of KITE-197 in Participants With Relapsed or Refractory Large B-cell Lymphoma,ACTIVE_NOT_RECRUITING,The Alfred Hospital,Melbourne,Victoria,3004,Australia,
NCT06079164,Study of KITE-197 in Participants With Relapsed or Refractory Large B-cell Lymphoma,ACTIVE_NOT_RECRUITING,Cross Cancer Institute,Edmonton,,T6G 1Z2,Canada,
NCT06079164,Study of KITE-197 in Participants With Relapsed or Refractory Large B-cell Lymphoma,ACTIVE_NOT_RECRUITING,QEII Health Sciences Centre,Halifax,,B3H 2Y9,Canada,
NCT06079164,Study of KITE-197 in Participants With Relapsed or Refractory Large B-cell Lymphoma,ACTIVE_NOT_RECRUITING,Jewish General Hospital,Montreal,,H3T 1E2,Canada,
NCT06372236,UTAA06 Injection for Treatment of Advanced Malignant Solid Tumors,COMPLETED,"PersonGen Anke Cellular Therapeutice Co.,Ltd",Hefei,Anhui,230088,China,
NCT06132711,"Safety and Efficacy of APRIL-BAFF-Bicephali CAR-T in Relapsed, Refractory Multiple Myeloma",RECRUITING,Kailin Xu,Xuzhou,Jiangsu,221000,China,RECRUITING
NCT03252171,CAR-T Cell Immunotherapy for GD2 Positive Glioma Patients,WITHDRAWN,Central laboratory in Fuda cancer hospital,Guangzhou,Guangdong,510000,China,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,Mayo Clinic Cancer Center-Scottsdale,Phoenix,Arizona,85054,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,City of Hope,Duarte,California,91010,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,University of California San Francisco,San Francisco,California,94143,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,University of Chicago,Chicago,Illinois,60637,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,Dana Farber Cancer Institute,Boston,Massachusetts,02115,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,Beth Israel Deaconess Medical Center,Boston,Massachusetts,02215,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,Massachusetts General Hospital,Boston,Massachusetts,02215,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,Barbara Ann Karmanos Cancer Institute,Detroit,Michigan,48201,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,Mayo Clinic Rochester,Rochester,Minnesota,55902,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,University of Nebraska Medical Center,Omaha,Nebraska,68198,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,Mount Sinai Medical Center,New York,New York,10029,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,Memorial Sloan Kettering Cancer Center,New York,New York,10065,United States,
